Project/Group name,Provider,Established year,Years active,Last activity,# of contributors,Primary coding language,Language breakdown,Total LoC (est.),# of Repos,# of MRs/PRs,# of Merged,Avg LoC per MR,% Simple fixes,% Standard feature work,% Rich tasks,Other %,Automated %,# of Commits,CI/CD configured,CI systems,CI config files,CI jobs (approx),# of Pipelines/Runs,Pipeline success rate %,Avg pipeline duration (min),Unit test coverage %,Source files,Test files,Genuine test files,Suspicious test files,% Genuine tests,Test cases (approx),Assertions,AI/LLM detected,Primary LLM,LLM usage %,LLM usage basis,LLM breakdown,AI commits,Commits scanned (LLM),AI MRs/PRs,AI tool configs,License,License risk,Syntax valid % (py),Avg line length,Long lines %,Comment ratio %,Docstring % (py),Avg function length,Duplicate files %,Secrets found,PII emails,Eval contamination files,Quality score,Training suitability,Code availability
kwikster285,github,2025,1,2025-12-19,1,JavaScript,JavaScript 97%; HTML 2%; Python 1%; CSS 0%,36015,1,0,0,,,,,,,2,No,,0,,0,,,,17,0,0,0,,0,0,No,,0.0,0/2 commits,,0,2,,,NONE,no-license (all rights reserved),100.0,21.3,0.6,6.5,35.7,65.9,0.0,0,6,0,90.0,C,Public (GitHub)
